strategy,target,guessCount,duration,success
linear,689,689,1,TRUE
quadProb,689,3001,0,FALSE
randSampling,1804,2304,1,TRUE
linear,1804,1804,6,TRUE
quadProb,1804,152,1,TRUE
randSampling,1835,1118,1,TRUE
linear,1835,1835,1,TRUE
quadProb,1835,3001,0,FALSE
randSampling,2861,2576,1,TRUE
linear,2861,2861,1,TRUE
quadProb,2861,3001,0,FALSE
randSampling,1705,995,1,TRUE
linear,1705,1705,1,TRUE
quadProb,1705,3001,0,FALSE
randSampling,2262,2060,5,TRUE
linear,2262,2262,1,TRUE
quadProb,2262,3001,0,FALSE
randSampling,1963,1086,1,TRUE
linear,1963,1963,1,TRUE
quadProb,1963,3001,0,FALSE
randSampling,795,2433,1,TRUE
linear,795,795,1,TRUE
quadProb,795,3001,0,FALSE
randSampling,2161,196,1,TRUE
linear,2161,2161,1,TRUE
quadProb,2161,3001,0,FALSE
randSampling,1923,454,1,TRUE
linear,1923,1923,1,TRUE
quadProb,1923,3001,0,FALSE
randSampling,836,789,6,TRUE
linear,836,836,1,TRUE
quadProb,836,3001,0,FALSE
randSampling,559,2527,1,TRUE
linear,559,559,1,TRUE
quadProb,559,3001,0,FALSE
randSampling,1832,1503,1,TRUE
linear,1832,1832,1,TRUE
quadProb,1832,3001,0,FALSE
randSampling,680,1401,1,TRUE
linear,680,680,1,TRUE
quadProb,680,205,1,TRUE
randSampling,331,1661,1,TRUE
linear,331,331,1,TRUE
quadProb,331,3001,0,FALSE
randSampling,1024,475,1,TRUE
linear,1024,1024,1,TRUE
quadProb,1024,3001,0,FALSE
randSampling,794,2138,1,TRUE
linear,794,794,1,TRUE
quadProb,794,3001,0,FALSE
randSampling,2342,2947,1,TRUE
linear,2342,2342,1,TRUE
quadProb,2342,3001,0,FALSE
randSampling,2143,1258,1,TRUE
linear,2143,2143,1,TRUE
quadProb,2143,3001,0,FALSE
randSampling,259,1930,2,TRUE
linear,259,259,3,TRUE
quadProb,259,3001,0,FALSE
randSampling,1743,2362,2,TRUE
linear,1743,1743,1,TRUE
quadProb,1743,3001,0,FALSE
randSampling,1857,656,2,TRUE
linear,1857,1857,1,TRUE
quadProb,1857,3001,0,FALSE
randSampling,2225,1434,1,TRUE
linear,2225,2225,1,TRUE
quadProb,2225,3001,0,FALSE
randSampling,2362,2751,1,TRUE
linear,2362,2362,2,TRUE
quadProb,2362,3001,0,FALSE
randSampling,1178,486,1,TRUE
linear,1178,1178,1,TRUE
quadProb,1178,3001,0,FALSE
randSampling,435,1953,1,TRUE
linear,435,435,2,TRUE
quadProb,435,3001,0,FALSE
randSampling,2787,174,1,TRUE
linear,2787,2787,1,TRUE
quadProb,2787,3001,0,FALSE
randSampling,292,1464,1,TRUE
linear,292,292,1,TRUE
quadProb,292,3001,0,FALSE
randSampling,985,1153,9,TRUE
linear,985,985,6,TRUE
quadProb,985,3001,0,FALSE
randSampling,750,2695,1,TRUE
linear,750,750,1,TRUE
quadProb,750,3001,0,FALSE
randSampling,2268,2866,3,TRUE
linear,2268,2268,3,TRUE
quadProb,2268,3001,0,FALSE
randSampling,2323,2565,6,TRUE
linear,2323,2323,1,TRUE
quadProb,2323,3001,0,FALSE
randSampling,2542,2405,3,TRUE
linear,2542,2542,2,TRUE
quadProb,2542,3001,0,FALSE
randSampling,789,1261,1,TRUE
linear,789,789,1,TRUE
quadProb,789,3001,0,FALSE
randSampling,2306,2331,1,TRUE
linear,2306,2306,1,TRUE
quadProb,2306,3001,0,FALSE
randSampling,1038,2773,1,TRUE
linear,1038,1038,3,TRUE
quadProb,1038,3001,0,FALSE
randSampling,1322,1914,2,TRUE
linear,1322,1322,1,TRUE
quadProb,1322,3001,0,FALSE
randSampling,2379,2106,2,TRUE
linear,2379,2379,1,TRUE
quadProb,2379,3001,0,FALSE
randSampling,1280,2305,1,TRUE
linear,1280,1280,2,TRUE
quadProb,1280,3001,0,FALSE
randSampling,2934,554,2,TRUE
linear,2934,2934,1,TRUE
quadProb,2934,3001,0,FALSE
randSampling,1020,1308,1,TRUE
linear,1020,1020,1,TRUE
quadProb,1020,3001,0,FALSE
randSampling,1592,885,5,TRUE
linear,1592,1592,1,TRUE
quadProb,1592,3001,0,FALSE
randSampling,94,2201,1,TRUE
linear,94,94,1,TRUE
quadProb,94,417,2,TRUE
randSampling,460,1283,1,TRUE
linear,460,460,1,TRUE
quadProb,460,3001,0,FALSE
randSampling,712,1566,1,TRUE
linear,712,712,1,TRUE
quadProb,712,3001,0,FALSE
randSampling,411,2236,6,TRUE
linear,411,411,1,TRUE
quadProb,411,403,1,TRUE
randSampling,2998,2176,2,TRUE
linear,2998,2998,1,TRUE
quadProb,2998,3001,0,FALSE
randSampling,562,2890,1,TRUE
linear,562,562,1,TRUE
quadProb,562,3001,0,FALSE
randSampling,1798,1416,1,TRUE
linear,1798,1798,1,TRUE
quadProb,1798,167,2,TRUE
randSampling,409,2363,1,TRUE
linear,409,409,1,TRUE
quadProb,409,3001,0,FALSE
randSampling,1892,3,1,TRUE
linear,1892,1892,1,TRUE
quadProb,1892,3001,0,FALSE
randSampling,968,338,1,TRUE
linear,968,968,1,TRUE
quadProb,968,3001,0,FALSE
randSampling,1141,1496,1,TRUE
linear,1141,1141,2,TRUE
quadProb,1141,3001,0,FALSE
randSampling,2769,502,1,TRUE
linear,2769,2769,1,TRUE
quadProb,2769,3001,0,FALSE
randSampling,1666,2121,1,TRUE
linear,1666,1666,1,TRUE
quadProb,1666,3001,0,FALSE
randSampling,2210,422,1,TRUE
linear,2210,2210,5,TRUE
quadProb,2210,3001,0,FALSE
randSampling,309,2990,1,TRUE
linear,309,309,1,TRUE
quadProb,309,169,1,TRUE
randSampling,1955,2462,1,TRUE
linear,1955,1955,2,TRUE
quadProb,1955,3001,0,FALSE
randSampling,1223,2225,1,TRUE
linear,1223,1223,1,TRUE
quadProb,1223,3001,0,FALSE
randSampling,752,2949,1,TRUE
linear,752,752,1,TRUE
quadProb,752,3001,0,FALSE
randSampling,418,1786,1,TRUE
linear,418,418,1,TRUE
quadProb,418,3001,0,FALSE
randSampling,2857,1826,1,TRUE
linear,2857,2857,0,TRUE
quadProb,2857,3001,0,FALSE
randSampling,2383,504,4,TRUE
linear,2383,2383,1,TRUE
quadProb,2383,3001,0,FALSE
randSampling,293,514,1,TRUE
linear,293,293,1,TRUE
quadProb,293,3001,0,FALSE
randSampling,1543,2400,1,TRUE
linear,1543,1543,2,TRUE
quadProb,1543,3001,25,FALSE
randSampling,2394,1373,1,TRUE
linear,2394,2394,1,TRUE
quadProb,2394,3001,0,FALSE
randSampling,263,1281,2,TRUE
linear,263,263,1,TRUE
quadProb,263,3001,0,FALSE
randSampling,1967,2745,1,TRUE
linear,1967,1967,1,TRUE
quadProb,1967,3001,0,FALSE
randSampling,1209,1674,1,TRUE
linear,1209,1209,1,TRUE
quadProb,1209,3001,0,FALSE
randSampling,2095,2505,1,TRUE
linear,2095,2095,1,TRUE
quadProb,2095,3001,0,FALSE
randSampling,1520,2446,1,TRUE
linear,1520,1520,1,TRUE
quadProb,1520,3001,0,FALSE
randSampling,1169,503,1,TRUE
linear,1169,1169,1,TRUE
quadProb,1169,3001,0,FALSE
randSampling,1264,1952,2,TRUE
linear,1264,1264,1,TRUE
quadProb,1264,3001,0,FALSE
randSampling,80,2425,1,TRUE
linear,80,80,1,TRUE
quadProb,80,3001,0,FALSE
randSampling,764,1606,7,TRUE
linear,764,764,1,TRUE
quadProb,764,3001,0,FALSE
randSampling,2852,678,1,TRUE
linear,2852,2852,1,TRUE
quadProb,2852,3001,0,FALSE
randSampling,523,2736,1,TRUE
linear,523,523,1,TRUE
quadProb,523,3001,0,FALSE
randSampling,2572,2476,1,TRUE
linear,2572,2572,1,TRUE
quadProb,2572,202,3,TRUE
randSampling,1530,1330,6,TRUE
linear,1530,1530,1,TRUE
quadProb,1530,3001,0,FALSE
randSampling,1224,2645,2,TRUE
linear,1224,1224,1,TRUE
quadProb,1224,3001,0,FALSE
randSampling,2634,872,1,TRUE
linear,2634,2634,3,TRUE
quadProb,2634,193,2,TRUE
randSampling,2567,1471,2,TRUE
linear,2567,2567,2,TRUE
quadProb,2567,3001,0,FALSE
randSampling,1162,2586,4,TRUE
linear,1162,1162,1,TRUE
quadProb,1162,3001,0,FALSE
randSampling,2129,2750,2,TRUE
linear,2129,2129,3,TRUE
quadProb,2129,3001,0,FALSE
randSampling,2718,987,2,TRUE
linear,2718,2718,1,TRUE
quadProb,2718,3001,0,FALSE
randSampling,514,1711,1,TRUE
linear,514,514,1,TRUE
quadProb,514,3001,0,FALSE
randSampling,2796,1858,1,TRUE
linear,2796,2796,1,TRUE
quadProb,2796,3001,0,FALSE
randSampling,2525,716,1,TRUE
linear,2525,2525,1,TRUE
quadProb,2525,3001,0,FALSE
randSampling,59,929,1,TRUE
linear,59,59,8,TRUE
quadProb,59,28,1,TRUE
randSampling,595,1889,2,TRUE
linear,595,595,1,TRUE
quadProb,595,151,1,TRUE
randSampling,135,2901,1,TRUE
linear,135,135,1,TRUE
quadProb,135,373,1,TRUE
randSampling,1663,1379,2,TRUE
linear,1663,1663,1,TRUE
quadProb,1663,3001,0,FALSE
randSampling,334,520,1,TRUE
linear,334,334,5,TRUE
quadProb,334,3001,0,FALSE
randSampling,1293,759,2,TRUE
linear,1293,1293,1,TRUE
quadProb,1293,3001,0,FALSE
randSampling,2097,397,1,TRUE
linear,2097,2097,1,TRUE
quadProb,2097,3001,0,FALSE
randSampling,1623,106,1,TRUE
linear,1623,1623,1,TRUE
quadProb,1623,3001,0,FALSE
randSampling,2731,1460,1,TRUE
linear,2731,2731,1,TRUE
quadProb,2731,3001,0,FALSE
randSampling,1100,882,1,TRUE
linear,1100,1100,0,TRUE
quadProb,1100,3001,0,FALSE
randSampling,948,1001,1,TRUE
linear,948,948,0,TRUE
quadProb,948,189,1,TRUE
randSampling,2161,2843,1,TRUE
linear,2161,2161,7,TRUE
quadProb,2161,3001,0,FALSE
randSampling,2699,377,1,TRUE
linear,2699,2699,1,TRUE
quadProb,2699,3001,0,FALSE
randSampling,2610,101,1,TRUE
linear,2610,2610,2,TRUE
quadProb,2610,3001,0,FALSE
randSampling,1242,2322,1,TRUE
linear,1242,1242,1,TRUE
quadProb,1242,3001,0,FALSE
randSampling,863,1663,1,TRUE
linear,863,863,1,TRUE
quadProb,863,3001,0,FALSE
randSampling,1726,512,4,TRUE
linear,1726,1726,1,TRUE
quadProb,1726,3001,0,FALSE
randSampling,864,2335,1,TRUE
linear,864,864,1,TRUE
quadProb,864,3001,0,FALSE
randSampling,2069,1868,1,TRUE
linear,2069,2069,1,TRUE
quadProb,2069,3001,0,FALSE
randSampling,2189,1721,1,TRUE
linear,2189,2189,1,TRUE
quadProb,2189,3001,0,FALSE
randSampling,585,1409,5,TRUE
linear,585,585,1,TRUE
quadProb,585,3001,0,FALSE
randSampling,2955,1611,1,TRUE
linear,2955,2955,1,TRUE
quadProb,2955,3001,0,FALSE
randSampling,910,2365,1,TRUE
linear,910,910,1,TRUE
quadProb,910,3001,0,FALSE
randSampling,1431,972,1,TRUE
linear,1431,1431,1,TRUE
quadProb,1431,3001,0,FALSE
randSampling,850,1335,1,TRUE
linear,850,850,1,TRUE
quadProb,850,3001,0,FALSE
randSampling,2012,1078,1,TRUE
linear,2012,2012,1,TRUE
quadProb,2012,3001,0,FALSE
randSampling,76,2358,1,TRUE
linear,76,76,1,TRUE
quadProb,76,3001,0,FALSE
randSampling,2631,1040,1,TRUE
linear,2631,2631,1,TRUE
quadProb,2631,3001,0,FALSE
randSampling,1875,2219,1,TRUE
linear,1875,1875,1,TRUE
quadProb,1875,3001,0,FALSE
randSampling,975,1347,1,TRUE
linear,975,975,4,TRUE
quadProb,975,3001,0,FALSE
randSampling,1644,156,1,TRUE
linear,1644,1644,1,TRUE
quadProb,1644,3001,0,FALSE
randSampling,897,879,1,TRUE
linear,897,897,1,TRUE
quadProb,897,3001,0,FALSE
randSampling,2437,1693,1,TRUE
linear,2437,2437,1,TRUE
quadProb,2437,3001,0,FALSE
randSampling,1967,946,1,TRUE
linear,1967,1967,1,TRUE
quadProb,1967,3001,0,FALSE
randSampling,2709,606,1,TRUE
linear,2709,2709,1,TRUE
quadProb,2709,3001,0,FALSE
randSampling,525,1319,1,TRUE
linear,525,525,1,TRUE
quadProb,525,3001,0,FALSE
randSampling,2228,1748,2,TRUE
linear,2228,2228,1,TRUE
quadProb,2228,3001,0,FALSE
randSampling,474,1820,1,TRUE
linear,474,474,1,TRUE
quadProb,474,3001,0,FALSE
randSampling,438,1279,1,TRUE
linear,438,438,1,TRUE
quadProb,438,3001,0,FALSE
randSampling,896,2599,1,TRUE
linear,896,896,1,TRUE
quadProb,896,3001,0,FALSE
randSampling,2643,1560,1,TRUE
linear,2643,2643,1,TRUE
quadProb,2643,3001,0,FALSE
randSampling,803,1427,5,TRUE
linear,803,803,1,TRUE
quadProb,803,3001,0,FALSE
randSampling,2165,1325,1,TRUE
linear,2165,2165,1,TRUE
quadProb,2165,3001,0,FALSE
randSampling,702,600,1,TRUE
linear,702,702,1,TRUE
quadProb,702,3001,0,FALSE
randSampling,1429,765,1,TRUE
linear,1429,1429,1,TRUE
quadProb,1429,3001,0,FALSE
randSampling,1244,2517,1,TRUE
linear,1244,1244,1,TRUE
quadProb,1244,3001,0,FALSE
randSampling,2618,1005,1,TRUE
linear,2618,2618,5,TRUE
quadProb,2618,3001,0,FALSE
randSampling,1049,346,1,TRUE
linear,1049,1049,1,TRUE
quadProb,1049,3001,0,FALSE
randSampling,2091,589,1,TRUE
linear,2091,2091,2,TRUE
quadProb,2091,3001,0,FALSE
randSampling,1243,2538,1,TRUE
linear,1243,1243,1,TRUE
quadProb,1243,3001,0,FALSE
randSampling,1064,547,1,TRUE
linear,1064,1064,1,TRUE
quadProb,1064,3001,0,FALSE
randSampling,365,2660,7,TRUE
linear,365,365,1,TRUE
quadProb,365,3001,0,FALSE
randSampling,1481,1974,1,TRUE
linear,1481,1481,1,TRUE
quadProb,1481,3001,0,FALSE
randSampling,2554,2351,1,TRUE
linear,2554,2554,1,TRUE
quadProb,2554,3001,0,FALSE
randSampling,2865,2583,1,TRUE
linear,2865,2865,1,TRUE
quadProb,2865,3001,0,FALSE
randSampling,191,2992,1,TRUE
linear,191,191,2,TRUE
quadProb,191,3001,0,FALSE
randSampling,1051,2196,1,TRUE
linear,1051,1051,2,TRUE
quadProb,1051,357,1,TRUE
randSampling,828,1987,1,TRUE
linear,828,828,1,TRUE
quadProb,828,3001,0,FALSE
randSampling,2189,2448,1,TRUE
linear,2189,2189,1,TRUE
quadProb,2189,3001,0,FALSE
randSampling,2080,2229,1,TRUE
linear,2080,2080,1,TRUE
quadProb,2080,3001,0,FALSE
randSampling,2125,551,1,TRUE
linear,2125,2125,5,TRUE
quadProb,2125,3001,0,FALSE
randSampling,583,2975,1,TRUE
linear,583,583,1,TRUE
quadProb,583,3001,0,FALSE
randSampling,1836,1007,1,TRUE
linear,1836,1836,1,TRUE
quadProb,1836,3001,0,FALSE
randSampling,2334,2969,2,TRUE
linear,2334,2334,1,TRUE
quadProb,2334,3001,0,FALSE
randSampling,1213,1219,1,TRUE
linear,1213,1213,1,TRUE
quadProb,1213,3001,0,FALSE
randSampling,1990,891,7,TRUE
linear,1990,1990,1,TRUE
quadProb,1990,3001,0,FALSE
randSampling,202,2639,2,TRUE
linear,202,202,2,TRUE
quadProb,202,3001,0,FALSE
randSampling,1318,2432,1,TRUE
linear,1318,1318,1,TRUE
quadProb,1318,3001,0,FALSE
randSampling,1710,966,7,TRUE
linear,1710,1710,1,TRUE
quadProb,1710,3001,0,FALSE
randSampling,1151,2917,3,TRUE
linear,1151,1151,1,TRUE
quadProb,1151,3001,0,FALSE
randSampling,2315,2953,3,TRUE
linear,2315,2315,1,TRUE
quadProb,2315,3001,0,FALSE
randSampling,664,842,2,TRUE
linear,664,664,3,TRUE
quadProb,664,3001,0,FALSE
randSampling,2609,1792,1,TRUE
linear,2609,2609,1,TRUE
quadProb,2609,3001,0,FALSE
randSampling,1620,537,2,TRUE
linear,1620,1620,1,TRUE
quadProb,1620,3001,0,FALSE
randSampling,498,129,1,TRUE
linear,498,498,1,TRUE
quadProb,498,3001,0,FALSE
randSampling,904,2465,1,TRUE
linear,904,904,1,TRUE
quadProb,904,3001,0,FALSE
randSampling,451,63,3,TRUE
linear,451,451,1,TRUE
quadProb,451,3001,0,FALSE
randSampling,148,655,1,TRUE
linear,148,148,1,TRUE
quadProb,148,3001,0,FALSE
randSampling,1081,2946,1,TRUE
linear,1081,1081,1,TRUE
quadProb,1081,3001,0,FALSE
randSampling,2189,2795,1,TRUE
linear,2189,2189,2,TRUE
quadProb,2189,3001,0,FALSE
randSampling,13,2178,2,TRUE
linear,13,13,1,TRUE
quadProb,13,3001,0,FALSE
randSampling,2325,376,1,TRUE
linear,2325,2325,1,TRUE
quadProb,2325,3001,0,FALSE
randSampling,2283,926,2,TRUE
linear,2283,2283,1,TRUE
quadProb,2283,3001,0,FALSE
randSampling,1678,953,1,TRUE
linear,1678,1678,1,TRUE
quadProb,1678,3001,0,FALSE
randSampling,2626,1498,1,TRUE
linear,2626,2626,1,TRUE
quadProb,2626,3001,0,FALSE
randSampling,134,2680,1,TRUE
linear,134,134,1,TRUE
quadProb,134,3001,0,FALSE
randSampling,1375,1800,5,TRUE
linear,1375,1375,1,TRUE
quadProb,1375,3001,0,FALSE
randSampling,2919,1665,1,TRUE
linear,2919,2919,1,TRUE
quadProb,2919,3001,0,FALSE
randSampling,1483,354,1,TRUE
linear,1483,1483,1,TRUE
quadProb,1483,3001,0,FALSE
randSampling,592,294,1,TRUE
linear,592,592,1,TRUE
quadProb,592,3001,0,FALSE
randSampling,1929,1763,1,TRUE
linear,1929,1929,1,TRUE
quadProb,1929,3001,0,FALSE
randSampling,1416,1552,1,TRUE
linear,1416,1416,5,TRUE
quadProb,1416,3001,0,FALSE
randSampling,404,432,1,TRUE
linear,404,404,1,TRUE
quadProb,404,3001,0,FALSE
randSampling,2951,1532,1,TRUE
linear,2951,2951,1,TRUE
quadProb,2951,3001,0,FALSE
randSampling,1058,2241,1,TRUE
linear,1058,1058,1,TRUE
quadProb,1058,3001,0,FALSE
randSampling,2527,1166,1,TRUE
linear,2527,2527,1,TRUE
quadProb,2527,3001,0,FALSE
randSampling,2968,1454,1,TRUE
linear,2968,2968,4,TRUE
quadProb,2968,3001,0,FALSE
randSampling,302,861,1,TRUE
linear,302,302,1,TRUE
quadProb,302,3001,0,FALSE
randSampling,1161,2658,1,TRUE
linear,1161,1161,1,TRUE
quadProb,1161,3001,0,FALSE
randSampling,2554,330,2,TRUE
linear,2554,2554,1,TRUE
quadProb,2554,3001,0,FALSE
randSampling,2292,1274,1,TRUE
linear,2292,2292,1,TRUE
quadProb,2292,3001,0,FALSE
randSampling,1845,1676,1,TRUE
linear,1845,1845,1,TRUE
quadProb,1845,3001,0,FALSE
randSampling,2154,25,1,TRUE
linear,2154,2154,1,TRUE
quadProb,2154,3001,0,FALSE
randSampling,1614,295,1,TRUE
linear,1614,1614,0,TRUE
quadProb,1614,36,6,TRUE
randSampling,885,140,1,TRUE
linear,885,885,1,TRUE
quadProb,885,3001,0,FALSE
randSampling,1308,2443,1,TRUE
linear,1308,1308,1,TRUE
quadProb,1308,3001,0,FALSE
randSampling,1215,1092,1,TRUE
linear,1215,1215,1,TRUE
quadProb,1215,3001,0,FALSE
randSampling,402,291,1,TRUE
linear,402,402,1,TRUE
quadProb,402,3001,0,FALSE
randSampling,959,2690,1,TRUE
linear,959,959,1,TRUE
quadProb,959,3001,0,FALSE
randSampling,2594,1918,4,TRUE
linear,2594,2594,1,TRUE
quadProb,2594,3001,0,FALSE
randSampling,1456,1758,1,TRUE
linear,1456,1456,1,TRUE
quadProb,1456,3001,0,FALSE
randSampling,513,824,1,TRUE
linear,513,513,1,TRUE
quadProb,513,255,1,TRUE
randSampling,1939,753,1,TRUE
linear,1939,1939,1,TRUE
quadProb,1939,3001,0,FALSE
randSampling,2073,2958,1,TRUE
linear,2073,2073,1,TRUE
quadProb,2073,3001,0,FALSE
randSampling,2137,293,4,TRUE
linear,2137,2137,1,TRUE
quadProb,2137,3001,0,FALSE
randSampling,277,1193,1,TRUE
linear,277,277,1,TRUE
quadProb,277,529,1,TRUE
randSampling,407,1345,1,TRUE
linear,407,407,1,TRUE
quadProb,407,3001,0,FALSE
randSampling,1750,2954,1,TRUE
linear,1750,1750,1,TRUE
quadProb,1750,3001,0,FALSE
randSampling,2351,2338,1,TRUE
linear,2351,2351,1,TRUE
quadProb,2351,3001,0,FALSE
randSampling,958,1040,1,TRUE
linear,958,958,1,TRUE
quadProb,958,3001,0,FALSE
randSampling,2661,2142,1,TRUE
linear,2661,2661,6,TRUE
quadProb,2661,155,1,TRUE
randSampling,1703,567,1,TRUE
linear,1703,1703,1,TRUE
quadProb,1703,3001,0,FALSE
randSampling,2940,1882,1,TRUE
linear,2940,2940,1,TRUE
quadProb,2940,3001,0,FALSE
randSampling,94,1148,1,TRUE
linear,94,94,1,TRUE
quadProb,94,3001,0,FALSE
randSampling,2538,2414,1,TRUE
linear,2538,2538,1,TRUE
quadProb,2538,322,1,TRUE
randSampling,1516,2050,5,TRUE
linear,1516,1516,1,TRUE
quadProb,1516,3001,0,FALSE
randSampling,2172,1684,1,TRUE
linear,2172,2172,1,TRUE
quadProb,2172,9,1,TRUE
randSampling,754,1047,1,TRUE
linear,754,754,1,TRUE
quadProb,754,3001,0,FALSE
randSampling,2394,441,1,TRUE
linear,2394,2394,1,TRUE
quadProb,2394,3001,0,FALSE
randSampling,439,563,1,TRUE
linear,439,439,1,TRUE
quadProb,439,3001,0,FALSE
randSampling,1263,2719,1,TRUE
linear,1263,1263,1,TRUE
quadProb,1263,3001,0,FALSE
randSampling,2570,361,1,TRUE
linear,2570,2570,1,TRUE
quadProb,2570,3001,0,FALSE
randSampling,2060,1189,1,TRUE
linear,2060,2060,1,TRUE
quadProb,2060,3001,0,FALSE
randSampling,2047,1883,1,TRUE
linear,2047,2047,1,TRUE
quadProb,2047,3001,0,FALSE
randSampling,2095,2814,1,TRUE
linear,2095,2095,1,TRUE
quadProb,2095,445,1,TRUE
randSampling,2608,185,1,TRUE
linear,2608,2608,1,TRUE
quadProb,2608,3001,0,FALSE
randSampling,1239,2188,1,TRUE
linear,1239,1239,1,TRUE
quadProb,1239,244,1,TRUE
randSampling,2346,975,2,TRUE
linear,2346,2346,5,TRUE
quadProb,2346,3001,0,FALSE
randSampling,282,211,1,TRUE
linear,282,282,1,TRUE
quadProb,282,3001,0,FALSE
randSampling,2709,1697,1,TRUE
linear,2709,2709,1,TRUE
quadProb,2709,3001,0,FALSE
randSampling,841,2726,1,TRUE
linear,841,841,1,TRUE
quadProb,841,3001,0,FALSE
randSampling,1448,1367,3,TRUE
linear,1448,1448,5,TRUE
quadProb,1448,3001,0,FALSE
randSampling,2856,1465,2,TRUE
linear,2856,2856,1,TRUE
quadProb,2856,190,1,TRUE
randSampling,2129,2119,2,TRUE
linear,2129,2129,1,TRUE
quadProb,2129,3001,0,FALSE
randSampling,1390,1875,1,TRUE
linear,1390,1390,1,TRUE
quadProb,1390,3001,0,FALSE
randSampling,245,1684,5,TRUE
linear,245,245,1,TRUE
quadProb,245,3001,0,FALSE
randSampling,2161,722,3,TRUE
linear,2161,2161,1,TRUE
quadProb,2161,95,1,TRUE
randSampling,613,574,1,TRUE
linear,613,613,2,TRUE
quadProb,613,3001,0,FALSE
randSampling,972,773,2,TRUE
linear,972,972,4,TRUE
quadProb,972,26,3,TRUE
randSampling,1724,1124,1,TRUE
linear,1724,1724,1,TRUE
quadProb,1724,3001,0,FALSE
randSampling,1963,1573,1,TRUE
linear,1963,1963,3,TRUE
quadProb,1963,18,1,TRUE
randSampling,2775,2302,1,TRUE
linear,2775,2775,1,TRUE
quadProb,2775,3001,0,FALSE
randSampling,2034,941,2,TRUE
linear,2034,2034,2,TRUE
quadProb,2034,3001,0,FALSE
randSampling,1571,1503,1,TRUE
linear,1571,1571,1,TRUE
quadProb,1571,3001,0,FALSE
randSampling,1615,931,1,TRUE
linear,1615,1615,1,TRUE
quadProb,1615,3001,0,FALSE
randSampling,1843,1069,1,TRUE
linear,1843,1843,1,TRUE
quadProb,1843,3001,0,FALSE
randSampling,2207,2980,1,TRUE
linear,2207,2207,1,TRUE
quadProb,2207,3001,0,FALSE
randSampling,2507,1169,1,TRUE
linear,2507,2507,1,TRUE
quadProb,2507,3001,0,FALSE
randSampling,2752,2674,1,TRUE
linear,2752,2752,1,TRUE
quadProb,2752,3001,0,FALSE
randSampling,540,2491,1,TRUE
linear,540,540,1,TRUE
quadProb,540,3001,0,FALSE
randSampling,2545,1600,1,TRUE
linear,2545,2545,1,TRUE
quadProb,2545,3001,0,FALSE
randSampling,2073,1013,1,TRUE
linear,2073,2073,1,TRUE
quadProb,2073,3001,0,FALSE
randSampling,183,297,1,TRUE
linear,183,183,1,TRUE
quadProb,183,3001,0,FALSE
randSampling,1197,1252,1,TRUE
linear,1197,1197,1,TRUE
quadProb,1197,3001,0,FALSE
randSampling,1078,2416,1,TRUE
linear,1078,1078,1,TRUE
quadProb,1078,3001,0,FALSE
randSampling,276,932,6,TRUE
linear,276,276,1,TRUE
quadProb,276,3001,0,FALSE
randSampling,2895,2900,1,TRUE
linear,2895,2895,1,TRUE
quadProb,2895,3001,0,FALSE
randSampling,2737,2059,1,TRUE
linear,2737,2737,3,TRUE
quadProb,2737,3001,0,FALSE
randSampling,1657,430,1,TRUE
linear,1657,1657,1,TRUE
quadProb,1657,3001,0,FALSE
randSampling,1529,849,1,TRUE
linear,1529,1529,1,TRUE
quadProb,1529,3001,0,FALSE
randSampling,1839,1064,4,TRUE
linear,1839,1839,1,TRUE
quadProb,1839,53,1,TRUE
randSampling,2617,2111,1,TRUE
linear,2617,2617,1,TRUE
quadProb,2617,3001,0,FALSE
randSampling,1422,2396,1,TRUE
linear,1422,1422,1,TRUE
quadProb,1422,22,1,TRUE
randSampling,356,280,1,TRUE
linear,356,356,1,TRUE
quadProb,356,3001,0,FALSE
randSampling,1377,338,1,TRUE
linear,1377,1377,1,TRUE
quadProb,1377,3001,0,FALSE
randSampling,2233,1501,1,TRUE
linear,2233,2233,1,TRUE
quadProb,2233,3001,0,FALSE
randSampling,2681,121,1,TRUE
linear,2681,2681,1,TRUE
quadProb,2681,3001,0,FALSE
randSampling,1501,2836,1,TRUE
linear,1501,1501,1,TRUE
quadProb,1501,3001,0,FALSE
randSampling,1308,1846,2,TRUE
linear,1308,1308,1,TRUE
quadProb,1308,3001,0,FALSE
randSampling,329,1261,1,TRUE
linear,329,329,1,TRUE
quadProb,329,3001,0,FALSE
randSampling,2836,2980,1,TRUE
linear,2836,2836,1,TRUE
quadProb,2836,3001,0,FALSE
randSampling,1312,1365,6,TRUE
linear,1312,1312,1,TRUE
quadProb,1312,3001,0,FALSE
randSampling,2802,721,1,TRUE
linear,2802,2802,1,TRUE
quadProb,2802,3001,0,FALSE
randSampling,1257,343,1,TRUE
linear,1257,1257,1,TRUE
quadProb,1257,3001,0,FALSE
randSampling,2372,2964,1,TRUE
linear,2372,2372,1,TRUE
quadProb,2372,3001,0,FALSE
randSampling,1777,315,1,TRUE
linear,1777,1777,1,TRUE
quadProb,1777,3001,0,FALSE
randSampling,25,97,1,TRUE
linear,25,25,1,TRUE
quadProb,25,433,1,TRUE
randSampling,845,832,1,TRUE
linear,845,845,1,TRUE
quadProb,845,3001,0,FALSE
randSampling,2383,109,4,TRUE
linear,2383,2383,1,TRUE
quadProb,2383,745,1,TRUE
randSampling,566,2812,1,TRUE
linear,566,566,1,TRUE
quadProb,566,3001,0,FALSE
